City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,bukachacha,52.9833,116.9167,-5.17,99,94,3.27,RU,2022-02-08 22:17:45
305,townsville,-19.25,146.8,77.88,78,20,1.14,AU,2022-02-08 22:14:23
306,ambon,-3.6954,128.1814,77.14,88,40,8.05,ID,2022-02-08 22:17:46
307,qaqortoq,60.7167,-46.0333,-2.29,73,4,6.71,GL,2022-02-08 22:17:46
308,los llanos de aridane,28.6585,-17.9182,65.12,53,0,8.05,ES,2022-02-08 22:17:46
309,nagato,34.3833,131.2,35.51,69,77,8.84,JP,2022-02-08 22:17:47
310,isangel,-19.55,169.2667,82.51,94,75,4.61,VU,2022-02-08 22:16:53
311,longyearbyen,78.2186,15.6401,15.64,67,75,6.91,SJ,2022-02-08 22:17:47
312,sigmaringen,48.0833,9.2167,38.07,90,31,1.81,DE,2022-02-08 22:17:48
313,bay roberts,47.5999,-53.2648,30.33,78,100,4.0,CA,2022-02-08 22:17:48
314,kasongo-lunda,-6.4667,16.8167,70.93,93,100,1.45,CD,2022-02-08 22:17:48
315,komsomolskiy,40.4272,71.7189,36.75,87,40,4.61,UZ,2022-02-08 22:17:49
316,huilong,31.8111,121.655,42.04,72,87,6.53,CN,2022-02-08 22:17:49
317,road town,18.4167,-64.6167,77.09,69,20,9.22,VG,2022-02-08 22:17:49
318,key largo,25.0865,-80.4473,77.02,59,0,4.92,US,2022-02-08 22:14:54
319,axim,4.8699,-2.2405,78.57,87,35,6.8,GH,2022-02-08 22:16:19
320,port keats,-14.25,129.55,80.35,84,100,2.19,AU,2022-02-08 22:17:50
321,praia da vitoria,38.7333,-27.0667,57.76,88,40,11.34,PT,2022-02-08 22:17:50
322,antalaha,-14.9003,50.2788,75.33,91,89,2.26,MG,2022-02-08 22:17:51
323,ravenna,44.4167,11.9833,49.59,53,0,3.78,IT,2022-02-08 22:18:51
324,solnechnyy,50.7214,136.6319,-5.19,97,91,3.29,RU,2022-02-08 22:17:26
325,glendive,47.1053,-104.7125,47.82,42,0,24.16,US,2022-02-08 22:18:52
326,gat,31.61,34.7642,55.4,49,62,7.27,IL,2022-02-08 22:15:00
327,keti bandar,24.1447,67.4497,69.24,65,0,10.07,PK,2022-02-08 22:18:52
328,samarai,-10.6167,150.6667,81.84,76,53,3.58,PG,2022-02-08 22:18:53
329,anloga,5.7947,0.8973,81.12,82,34,8.46,GH,2022-02-08 22:18:53
330,invermere,50.5167,-116.0354,34.36,74,100,3.67,CA,2022-02-08 22:15:34
331,san andres,12.5847,-81.7006,82.42,65,20,8.05,CO,2022-02-08 22:18:54
332,hofn,64.2539,-15.2082,28.53,61,100,13.42,IS,2022-02-08 22:18:54
333,anadyr,64.75,177.4833,-30.5,68,20,8.95,RU,2022-02-08 22:18:54
334,kanniyakumari,8.0833,77.5667,76.62,75,55,14.16,IN,2022-02-08 22:18:55
335,dubrovnik,42.6481,18.0922,42.44,45,0,14.97,HR,2022-02-08 22:18:47
336,snezhnogorsk,69.1933,33.2531,17.38,93,94,11.61,RU,2022-02-08 22:18:55
337,bulgan,48.8125,103.5347,-0.44,87,100,3.0,MN,2022-02-08 22:17:56
338,half moon bay,37.4636,-122.4286,76.5,51,0,11.5,US,2022-02-08 22:18:56
339,ibra,22.6906,58.5334,61.43,50,0,3.53,OM,2022-02-08 22:18:57
340,silvania,-16.6589,-48.6081,72.5,96,100,3.71,BR,2022-02-08 22:18:57
341,elk plain,47.0532,-122.3976,52.41,80,100,3.44,US,2022-02-08 22:18:57
342,gainesville,29.6516,-82.3248,53.67,75,0,3.44,US,2022-02-08 22:18:01
343,zhangye,38.9342,100.4517,15.15,61,0,4.65,CN,2022-02-08 22:18:58
344,chernyshevskiy,63.0128,112.4714,-27.89,100,93,3.15,RU,2022-02-08 22:18:58
345,wolverhampton,52.5855,-2.123,50.61,86,97,5.99,GB,2022-02-08 22:18:59
346,rogers,36.3668,-95.5836,68.7,46,0,11.5,US,2022-02-08 22:18:59
347,zhongxing,33.7039,118.6792,41.05,70,100,3.15,CN,2022-02-08 22:18:59
348,emba,48.8264,58.1442,7.36,98,100,3.96,KZ,2022-02-08 22:19:00
349,villarrobledo,39.2699,-2.6012,46.78,75,0,13.29,ES,2022-02-08 22:19:00
350,muros,42.7762,-9.0603,54.84,85,4,6.02,ES,2022-02-08 22:19:01
351,bratsk,56.1325,101.6142,-19.71,98,99,4.34,RU,2022-02-08 22:19:01
352,gazli,40.1333,63.45,37.96,53,11,3.91,UZ,2022-02-08 22:19:02
353,labuan,5.2767,115.2417,77.36,94,20,2.3,MY,2022-02-08 22:19:02
354,dolores,-36.3132,-57.6792,70.05,56,0,10.78,AR,2022-02-08 22:19:03
355,morondava,-20.2833,44.2833,79.81,80,100,1.88,MG,2022-02-08 22:19:03
356,coihaique,-45.5752,-72.0662,63.21,38,12,9.75,CL,2022-02-08 22:19:04
357,mishan,45.55,131.8833,-3.93,100,58,3.06,CN,2022-02-08 22:19:04
358,college,64.8569,-147.8028,5.32,72,75,4.61,US,2022-02-08 22:19:04
359,alta,69.9689,23.2717,25.86,69,75,9.22,NO,2022-02-08 22:19:05
360,karratha,-20.7377,116.8463,82.53,76,68,4.85,AU,2022-02-08 22:19:05
361,flin flon,54.7682,-101.865,21.04,73,100,14.97,CA,2022-02-08 22:15:34
362,mircea voda,44.2833,28.1667,36.7,70,0,10.87,RO,2022-02-08 22:19:06
363,valparaiso,-33.0393,-71.6273,67.48,78,75,10.36,CL,2022-02-08 22:19:06
364,kipini,-2.5257,40.5262,79.09,89,2,11.23,KE,2022-02-08 22:19:07
365,lavrentiya,65.5833,-171.0,-23.91,94,51,12.77,RU,2022-02-08 22:17:24
366,ketchikan,55.3422,-131.6461,44.58,93,100,16.11,US,2022-02-08 22:19:07
367,batsfjord,70.6345,29.7185,28.4,86,40,16.11,NO,2022-02-08 22:19:08
368,sterling,39.0062,-77.4286,47.26,37,20,9.22,US,2022-02-08 22:14:59
369,launceston,-41.45,147.1667,64.8,72,36,5.75,AU,2022-02-08 22:20:08
370,usinsk,65.9939,57.5281,6.03,84,24,15.68,RU,2022-02-08 22:20:08
371,kasulu,-4.5767,30.1025,63.1,89,46,1.83,TZ,2022-02-08 22:20:09
372,nakusp,50.2499,-117.8023,39.54,81,99,2.3,CA,2022-02-08 22:20:09
373,mbengwi,6.0167,10.0,67.44,28,8,0.31,CM,2022-02-08 22:20:10
374,poum,-20.2333,164.0167,81.79,86,100,27.29,NC,2022-02-08 22:20:10
375,murdochville,48.9583,-65.5006,20.28,96,100,9.04,CA,2022-02-08 22:20:11
376,iskateley,67.6803,53.1512,7.63,92,96,15.52,RU,2022-02-08 22:20:11
377,seddon,-37.8068,144.8916,74.71,49,100,10.36,AU,2022-02-08 22:20:11
378,ponta delgada,37.7333,-25.6667,57.51,76,20,8.05,PT,2022-02-08 22:20:12
379,poya,-21.35,165.15,79.75,91,99,14.29,NC,2022-02-08 22:20:12
380,shitanjing,39.2342,106.3439,9.81,66,0,3.65,CN,2022-02-08 22:20:12
381,cerro largo,-28.1486,-54.7381,81.95,33,0,1.74,BR,2022-02-08 22:20:13
382,taltal,-25.4,-70.4833,68.25,73,24,4.81,CL,2022-02-08 22:18:45
383,iguape,-24.7081,-47.5553,75.45,73,36,10.18,BR,2022-02-08 22:20:13
384,mount gambier,-37.8333,140.7667,65.75,72,14,6.55,AU,2022-02-08 22:18:40
385,richards bay,-28.783,32.0377,69.44,92,3,3.56,ZA,2022-02-08 22:20:14
386,batagay-alyta,67.8006,130.4114,-32.6,96,61,3.83,RU,2022-02-08 22:19:23
387,codrington,-38.2667,141.9667,67.41,72,99,6.78,AU,2022-02-08 22:20:14
388,masalli,34.7959,126.6553,24.48,72,71,4.36,KR,2022-02-08 22:20:15
389,vila franca do campo,37.7167,-25.4333,57.2,77,98,7.36,PT,2022-02-08 22:20:15
390,santa marta,11.2408,-74.199,89.65,67,20,17.27,CO,2022-02-08 22:20:16
391,alihe,50.5667,123.7167,3.74,99,100,1.34,CN,2022-02-08 22:20:16
392,faanui,-16.4833,-151.75,81.75,78,17,19.73,PF,2022-02-08 22:20:16
393,wanning,18.8003,110.3967,71.11,92,82,6.8,CN,2022-02-08 22:20:13
394,paamiut,61.994,-49.6678,-0.44,80,100,11.27,GL,2022-02-08 22:20:17
395,kapoeta,4.7717,33.5903,83.25,26,21,8.41,SS,2022-02-08 22:20:17
396,puerto madryn,-42.7692,-65.0385,70.3,53,67,20.31,AR,2022-02-08 22:20:18
397,shizunai,42.3339,142.3669,22.86,77,26,7.83,JP,2022-02-08 22:20:18
398,tranas,58.0372,14.9782,38.17,80,7,12.93,SE,2022-02-08 22:20:19
399,whitehorse,60.7161,-135.0538,36.37,69,75,21.85,CA,2022-02-08 22:18:18
400,calvinia,-31.4707,19.776,75.13,21,2,6.13,ZA,2022-02-08 22:20:19
401,tanete,-3.9443,119.7848,73.85,96,100,2.66,ID,2022-02-08 22:20:20
402,chute-aux-outardes,49.1168,-68.399,25.11,86,100,12.66,CA,2022-02-08 22:20:20
403,sibolga,1.7427,98.7792,73.71,93,99,4.23,ID,2022-02-08 22:20:21
404,marsh harbour,26.5412,-77.0636,74.39,74,12,5.08,BS,2022-02-08 22:20:21
405,bonavista,48.6499,-53.1147,30.11,80,100,17.96,CA,2022-02-08 22:20:21
406,tosya,41.0155,34.0401,37.85,95,98,7.74,TR,2022-02-08 22:20:22
407,san juan,-31.5375,-68.5364,92.73,18,0,7.11,AR,2022-02-08 22:19:05
408,barra patuca,15.8,-84.2833,78.71,72,12,12.68,HN,2022-02-08 22:20:23
409,dongkan,33.9997,119.8308,34.16,59,100,1.3,CN,2022-02-08 22:20:23
410,saint-nazaire,47.2833,-2.2,46.67,100,100,3.44,FR,2022-02-08 22:20:23
411,velsk,61.0701,42.0983,26.51,96,100,6.69,RU,2022-02-08 22:20:24
412,povoa de varzim,41.3834,-8.7636,56.17,62,0,11.5,PT,2022-02-08 22:20:24
413,mayor pablo lagerenza,-19.9309,-60.7718,90.48,22,4,4.88,PY,2022-02-08 22:20:25
414,narasannapeta,18.4167,84.05,68.47,81,22,2.26,IN,2022-02-08 22:20:25
415,olafsvik,64.8945,-23.7142,30.61,76,93,34.74,IS,2022-02-08 22:21:08
416,katsuura,35.1333,140.3,41.18,77,94,12.28,JP,2022-02-08 22:18:42
417,tromso,69.6496,18.957,32.02,64,75,18.41,NO,2022-02-08 22:21:26
418,sombrio,-29.1139,-49.6167,70.93,85,17,8.68,BR,2022-02-08 22:21:26
419,burnie,-41.0667,145.9167,61.9,80,100,9.24,AU,2022-02-08 22:21:27
420,luanda,-8.8368,13.2343,75.2,88,20,5.75,AO,2022-02-08 22:21:27
421,praia,14.9215,-23.5087,70.34,78,0,12.66,CV,2022-02-08 22:21:27
422,bhindar,24.5,74.1833,58.82,53,0,3.71,IN,2022-02-08 22:21:28
423,porbandar,21.6422,69.6093,67.68,78,0,8.16,IN,2022-02-08 22:21:28
424,danielskuil,-28.1887,23.5395,70.02,47,53,6.02,ZA,2022-02-08 22:21:28
425,daudnagar,25.0333,84.4,53.78,74,0,4.79,IN,2022-02-08 22:21:29
426,nabire,-3.3667,135.4833,73.89,93,100,4.72,ID,2022-02-08 22:21:29
427,lahij,13.1667,44.5833,69.57,83,53,6.93,YE,2022-02-08 22:21:29
428,cabo san lucas,22.8909,-109.9124,78.62,55,0,8.05,MX,2022-02-08 22:21:30
429,iquique,-20.2208,-70.1431,71.64,67,13,9.15,CL,2022-02-08 22:19:46
430,podyuga,61.095,40.8647,26.87,96,100,6.93,RU,2022-02-08 22:20:12
431,vestmanna,62.1564,-7.1664,32.92,69,75,20.71,FO,2022-02-08 22:21:31
432,trat,12.5,102.5,83.98,94,63,1.86,TH,2022-02-08 22:21:31
433,merauke,-8.4667,140.3333,78.53,87,100,5.75,ID,2022-02-08 22:21:32
434,manggar,-2.8833,108.2667,77.76,88,93,6.96,ID,2022-02-08 22:21:32
435,chara,56.9064,118.2631,-9.56,97,100,0.34,RU,2022-02-08 22:21:33
436,norman wells,65.282,-126.8329,-27.36,62,75,3.44,CA,2022-02-08 22:17:04
437,yago,21.8333,-105.0667,89.13,15,0,8.46,MX,2022-02-08 22:21:33
438,ballitoville,-29.539,31.2144,73.24,88,0,3.44,ZA,2022-02-08 22:21:33
439,verkhnevilyuysk,63.4453,120.3167,-33.25,100,100,1.88,RU,2022-02-08 22:21:34
440,san patricio,28.017,-97.5169,71.69,27,0,1.5,US,2022-02-08 22:21:34
441,yenagoa,4.9247,6.2642,79.99,75,59,6.71,NG,2022-02-08 22:21:35
442,lata,40.1629,-8.3327,51.71,65,0,4.61,PT,2022-02-08 22:21:35
443,pangoa,-12.1167,-73.0,75.99,87,66,1.83,PE,2022-02-08 22:21:35
444,abu samrah,35.3029,37.1841,49.68,78,61,5.1,SY,2022-02-08 22:21:36
445,wilmington,34.2257,-77.9447,49.95,70,0,3.44,US,2022-02-08 22:18:39
446,leningradskiy,69.3833,178.4167,-27.22,81,13,3.71,RU,2022-02-08 22:18:48
447,alofi,-19.0595,-169.9187,75.09,94,100,3.44,NU,2022-02-08 22:21:36
448,parambu,-6.2111,-40.6944,81.66,45,60,6.35,BR,2022-02-08 22:21:37
449,beaumont,30.0861,-94.1019,64.44,25,0,5.75,US,2022-02-08 22:21:37
450,chapais,49.7834,-74.8492,19.18,95,100,4.94,CA,2022-02-08 22:17:46
451,kayseri,38.737,35.4968,46.42,61,75,21.85,TR,2022-02-08 22:20:51
452,zemio,5.0314,25.1361,73.13,29,21,3.89,CF,2022-02-08 22:21:38
453,magway,20.15,94.9167,60.82,38,71,3.76,MM,2022-02-08 22:21:38
454,goderich,43.7501,-81.7165,26.91,74,96,10.36,CA,2022-02-08 22:21:39
455,kaa-khem,51.6833,94.7333,-9.26,98,98,2.06,RU,2022-02-08 22:21:39
456,klaksvik,62.2266,-6.589,34.72,65,99,41.11,FO,2022-02-08 22:21:39
457,lucapa,-8.4192,20.7447,65.71,93,100,1.79,AO,2022-02-08 22:21:40
458,auki,-8.7676,160.7034,79.09,89,97,11.7,SB,2022-02-08 22:21:40
459,kotelnikovo,47.6317,43.1461,34.45,93,100,13.31,RU,2022-02-08 22:21:41
460,kabalo,-6.05,26.9167,70.14,94,88,1.99,CD,2022-02-08 22:22:41
461,katobu,-4.9408,122.5276,74.46,93,93,1.36,ID,2022-02-08 22:22:42
462,lithakia,37.7167,20.8333,46.58,49,0,12.24,GR,2022-02-08 22:22:42
463,north bend,43.4065,-124.2243,61.92,88,0,8.05,US,2022-02-08 22:22:42
464,pascagoula,30.3658,-88.5561,63.05,32,0,6.91,US,2022-02-08 22:22:43
465,berezovyy,51.6667,135.7,-9.22,96,42,4.7,RU,2022-02-08 22:22:43
466,wairoa,-39.0333,177.3667,78.55,73,59,4.0,NZ,2022-02-08 22:22:44
467,fairfield,41.2668,-73.3162,37.69,67,100,17.27,US,2022-02-08 22:22:44
468,casablanca,33.5928,-7.6192,62.33,77,0,4.0,MA,2022-02-08 22:22:01
469,hastings,50.8552,0.5729,50.52,82,100,17.45,GB,2022-02-08 22:22:44
470,kirovskiy,45.0917,133.5136,0.23,99,100,3.8,RU,2022-02-08 22:22:45
471,asilah,35.465,-6.0348,58.96,84,0,16.55,MA,2022-02-08 22:22:46
472,santa maria,-29.6842,-53.8069,79.9,44,20,4.61,BR,2022-02-08 22:22:46
473,soyo,-6.1349,12.3689,77.72,83,42,7.81,AO,2022-02-08 22:20:03
474,bafata,12.1667,-14.75,79.25,14,1,2.46,GW,2022-02-08 22:22:46
475,roma,43.2128,-75.4557,31.86,84,100,11.5,US,2022-02-08 22:22:08
476,henties bay,-22.116,14.2845,69.85,83,19,2.15,NA,2022-02-08 22:22:47
477,brae,60.3964,-1.353,42.71,77,98,33.26,GB,2022-02-08 22:22:47
478,la asuncion,11.0333,-63.8628,82.13,69,44,18.41,VE,2022-02-08 22:22:48
479,kabare,-2.4683,28.8242,62.58,88,80,1.1,CD,2022-02-08 22:22:48
480,goundam,16.4145,-3.6708,71.58,8,0,10.74,ML,2022-02-08 22:22:49
481,shache,38.4167,77.2406,28.18,50,100,5.44,CN,2022-02-08 22:22:49
482,dubbo,-32.25,148.6167,68.13,60,62,5.75,AU,2022-02-08 22:18:01
483,adre,13.4667,22.2,63.12,12,13,7.43,TD,2022-02-08 22:22:50
484,fairbanks,64.8378,-147.7164,5.34,72,20,4.61,US,2022-02-08 22:21:50
485,alyangula,-13.8483,136.4192,81.36,74,100,7.56,AU,2022-02-08 22:21:10
486,dunedin,-45.8742,170.5036,58.8,86,100,4.0,NZ,2022-02-08 22:22:50
487,muskogee,35.5834,-95.3336,67.44,24,0,14.97,US,2022-02-08 22:22:51
488,vilcun,-38.65,-72.2333,72.34,47,15,10.45,CL,2022-02-08 22:22:51
489,terrace,54.5163,-128.6035,39.11,93,100,19.57,CA,2022-02-08 22:22:51
490,gorontalo,0.5412,123.0595,72.91,94,100,3.29,ID,2022-02-08 22:22:52
491,sarh,9.1429,18.3923,69.71,52,0,0.0,TD,2022-02-08 22:22:52
492,ostersund,63.1792,14.6357,25.61,74,16,8.05,SE,2022-02-08 22:22:53
493,san jose de buan,12.0529,125.0251,71.91,91,100,3.94,PH,2022-02-08 22:22:53
494,olinda,-8.0089,-34.8553,83.93,65,40,6.91,BR,2022-02-08 22:22:53
495,omboue,-1.5746,9.2618,78.21,86,100,6.53,GA,2022-02-08 22:22:54
496,ust-kut,56.7938,105.7672,-8.72,99,98,2.66,RU,2022-02-08 22:22:54
497,medea,36.2642,2.7539,32.45,74,0,4.12,DZ,2022-02-08 22:22:55
498,victor harbor,-35.5667,138.6167,68.72,83,8,1.01,AU,2022-02-08 22:22:55
499,tutoia,-2.7619,-42.2744,84.18,82,22,8.48,BR,2022-02-08 22:19:15
500,kobryn,52.2138,24.3564,39.61,82,100,19.71,BY,2022-02-08 22:22:56
501,coueron,47.2151,-1.7217,46.35,90,12,6.91,FR,2022-02-08 22:22:56
502,apiai,-24.5094,-48.8425,63.68,94,60,4.36,BR,2022-02-08 22:23:56
503,balikpapan,-1.2675,116.8289,76.19,100,100,2.3,ID,2022-02-08 22:23:57
504,lamesa,32.7376,-101.951,66.52,14,6,16.15,US,2022-02-08 22:23:57
505,tambun,-6.2641,107.0712,77.04,87,100,2.66,ID,2022-02-08 22:23:58
506,bushehr,28.9684,50.8385,57.29,72,0,11.5,IR,2022-02-08 22:23:58
507,udachnyy,66.4167,112.4,-28.88,100,84,3.65,RU,2022-02-08 22:23:58
508,phek,25.6667,94.5,35.64,98,42,1.3,IN,2022-02-08 22:23:59
509,general roca,-39.0333,-67.5833,93.6,11,46,3.71,AR,2022-02-08 22:23:59
510,avera,33.194,-82.5271,54.72,47,95,3.36,US,2022-02-08 22:23:59
511,kaspiyskiy,45.3929,47.3707,35.02,79,92,16.6,RU,2022-02-08 22:24:00
512,svetlogorsk,52.6333,29.7333,27.79,95,98,8.86,BY,2022-02-08 22:24:00
513,el salto,20.3333,-104.5,75.29,19,1,10.0,MX,2022-02-08 22:24:00
514,igarka,67.4667,86.5833,-10.62,91,100,12.28,RU,2022-02-08 22:24:01
515,asosa,10.0667,34.5333,67.8,33,19,3.56,ET,2022-02-08 22:24:01
516,kirakira,-10.4544,161.9205,82.35,79,100,10.65,SB,2022-02-08 22:24:02
517,tual,-5.6667,132.75,83.01,77,100,11.16,ID,2022-02-08 22:24:02
518,dongsheng,39.8161,109.9776,16.34,65,2,8.01,CN,2022-02-08 22:24:02
519,kadambur,8.9833,77.8667,73.15,71,75,7.07,IN,2022-02-08 22:24:03
520,bilma,18.6853,12.9164,65.93,10,0,6.96,NE,2022-02-08 22:24:03
521,araceli,10.5529,119.9913,79.5,83,26,21.88,PH,2022-02-08 22:24:03
522,kolondieba,11.0882,-6.8926,78.55,15,77,4.94,ML,2022-02-08 22:24:04
523,turmalina,-17.2856,-42.73,69.46,93,100,1.95,BR,2022-02-08 22:24:04
524,mahon,39.8885,4.2658,50.56,87,75,4.61,ES,2022-02-08 22:24:04
525,semikarakorsk,47.5194,40.8112,40.01,97,100,8.37,RU,2022-02-08 22:24:05
526,minab,27.1467,57.0801,57.52,88,0,0.0,IR,2022-02-08 22:24:05
527,la paz,-16.5,-68.15,57.18,62,75,11.5,BO,2022-02-08 22:24:06
528,kloulklubed,7.0419,134.2556,79.3,81,96,18.66,PW,2022-02-08 22:24:06
529,labytnangi,66.6572,66.4183,-17.21,100,100,5.46,RU,2022-02-08 22:24:06
530,santa cruz del sur,20.7147,-77.9956,80.82,63,33,7.43,CU,2022-02-08 22:24:07
531,ugento,39.9263,18.1574,47.97,53,3,20.62,IT,2022-02-08 22:24:07
532,tigil,57.8,158.6667,-5.55,93,42,2.3,RU,2022-02-08 22:20:14
533,puteyets,65.1716,57.091,6.26,85,31,12.28,RU,2022-02-08 22:24:08
534,slave lake,55.2834,-114.769,40.98,56,0,21.85,CA,2022-02-08 22:24:08
535,khor,47.8861,134.9464,-18.42,100,100,2.1,RU,2022-02-08 22:24:09
536,joshimath,30.5667,79.5667,35.4,68,90,3.67,IN,2022-02-08 22:24:09
537,bandarbeyla,9.4942,50.8122,75.24,69,61,17.36,SO,2022-02-08 22:24:09
538,winona,43.9666,-91.7668,39.6,70,40,3.44,US,2022-02-08 22:24:10
539,teguise,29.0605,-13.564,66.42,56,0,6.91,ES,2022-02-08 22:24:10
540,ancud,-41.8697,-73.8203,68.23,61,66,7.27,CL,2022-02-08 22:24:11
541,gobabis,-22.45,18.9667,72.18,57,90,14.34,NA,2022-02-08 22:24:11
542,shingu,33.7333,135.9833,33.91,84,100,5.84,JP,2022-02-08 22:24:11
543,maldonado,-34.6667,-54.9167,69.22,73,40,7.49,UY,2022-02-08 22:24:12
544,tulagi,-9.0996,160.1476,80.24,84,99,19.19,SB,2022-02-08 22:24:12
545,behat,30.1667,77.6167,56.37,59,95,4.16,IN,2022-02-08 22:24:12
546,lasa,46.6166,10.7002,44.06,48,1,5.39,IT,2022-02-08 22:24:13
547,daloa,6.8774,-6.4502,82.9,50,81,5.17,CI,2022-02-08 22:25:13
548,yuci,37.6803,112.7319,17.35,73,11,4.47,CN,2022-02-08 22:25:14
549,beira,-19.8436,34.8389,75.29,94,0,5.75,MZ,2022-02-08 22:25:14
550,kokstad,-30.5472,29.4241,59.2,72,0,4.12,ZA,2022-02-08 22:25:14
