City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
146,pingliang,35.5392,106.6861,9.48,84,94,5.35,CN,2022-02-08 22:13:44
147,qandala,11.472,49.8728,74.23,62,28,1.54,SO,2022-02-08 22:13:44
148,waingapu,-9.6567,120.2641,78.42,83,98,3.76,ID,2022-02-08 22:13:45
149,pacific grove,36.6177,-121.9166,79.61,49,0,4.61,US,2022-02-08 22:13:45
150,boysun,38.2061,67.1986,26.71,62,61,6.91,UZ,2022-02-08 22:13:45
151,mahebourg,-20.4081,57.7,74.25,80,100,7.94,MU,2022-02-08 22:13:46
152,cap malheureux,-19.9842,57.6142,74.46,80,63,3.0,MU,2022-02-08 22:13:46
153,bimbo,4.2567,18.4158,74.35,25,12,2.39,CF,2022-02-08 22:13:47
154,torbay,47.6666,-52.7314,29.57,84,100,8.01,CA,2022-02-08 22:13:47
155,inhambane,-23.865,35.3833,72.91,89,0,5.61,MZ,2022-02-08 22:13:47
156,carnarvon,-24.8667,113.6333,76.01,58,0,17.72,AU,2022-02-08 22:13:48
157,nalut,30.3333,10.85,48.92,68,0,13.62,LY,2022-02-08 22:13:48
158,luderitz,-26.6481,15.1594,70.23,75,27,9.53,NA,2022-02-08 22:13:48
159,nome,64.5011,-165.4064,1.47,55,100,21.85,US,2022-02-08 22:09:30
160,fort myers beach,26.452,-81.9481,62.69,88,100,9.22,US,2022-02-08 22:13:49
161,warin chamrap,15.1932,104.8628,80.26,61,78,4.85,TH,2022-02-08 22:13:49
162,lorengau,-2.0226,147.2712,82.87,80,98,8.79,PG,2022-02-08 22:13:50
163,hasaki,35.7333,140.8333,32.29,64,96,15.05,JP,2022-02-08 22:13:50
164,rondonopolis,-16.4708,-54.6356,76.39,90,68,4.54,BR,2022-02-08 22:13:51
165,mattru,7.6244,-11.8332,77.0,86,43,2.93,SL,2022-02-08 22:13:51
166,bath,51.3779,-2.3591,51.42,83,100,13.2,GB,2022-02-08 22:13:51
167,port-cartier,50.0334,-66.8654,23.22,94,100,15.08,CA,2022-02-08 22:13:52
168,alghero,40.5589,8.3181,37.49,87,0,4.61,IT,2022-02-08 22:13:52
169,nanortalik,60.1432,-45.2371,10.99,62,4,26.49,GL,2022-02-08 22:10:00
170,pisco,-13.7,-76.2167,73.02,73,0,10.36,PE,2022-02-08 22:13:52
171,abu zabad,12.35,29.25,68.14,19,100,10.02,SD,2022-02-08 22:13:53
172,saldanha,-33.0117,17.9442,63.45,92,64,7.43,ZA,2022-02-08 22:13:53
173,namibe,-15.1961,12.1522,73.78,78,100,11.41,AO,2022-02-08 22:13:54
174,dalbandin,28.8947,64.4101,51.84,31,0,4.68,PK,2022-02-08 22:13:54
175,ribeira grande,38.5167,-28.7,60.44,69,97,5.46,PT,2022-02-08 22:12:26
176,harper,4.375,-7.7169,79.0,85,3,8.3,LR,2022-02-08 22:13:54
177,saint-augustin,51.226,-58.6502,11.82,96,88,9.98,CA,2022-02-08 22:13:55
178,vila velha,-20.3297,-40.2925,80.55,84,40,14.97,BR,2022-02-08 22:13:27
179,morganton,35.7454,-81.6848,53.89,33,0,1.99,US,2022-02-08 22:13:56
180,atar,20.5169,-13.0499,75.04,10,74,9.37,MR,2022-02-08 22:13:56
181,bongandanga,1.5,21.05,73.04,35,41,1.61,CD,2022-02-08 22:13:56
182,pochutla,15.7432,-96.4661,81.45,57,48,5.97,MX,2022-02-08 22:13:57
183,sembe,1.6481,14.5806,75.96,30,98,1.32,CG,2022-02-08 22:13:57
184,taoudenni,22.6783,-3.9836,70.5,11,0,11.41,ML,2022-02-08 22:13:57
185,havoysund,70.9963,24.6622,29.28,77,100,17.36,NO,2022-02-08 22:13:58
186,alugan,12.2188,125.4808,79.63,74,100,13.4,PH,2022-02-08 22:14:58
187,riyadh,24.6877,46.7219,51.94,33,0,3.67,SA,2022-02-08 22:11:28
188,asmar,35.0333,71.3581,41.83,73,82,7.63,AF,2022-02-08 22:14:59
189,chipata,-13.6333,32.65,64.0,96,49,3.78,ZM,2022-02-08 22:14:59
190,chuy,-33.6971,-53.4616,68.36,64,11,7.83,UY,2022-02-08 22:15:00
191,sambava,-14.2667,50.1667,74.98,91,60,3.27,MG,2022-02-08 22:15:00
192,makhu,31.1033,74.9978,53.37,68,98,3.71,IN,2022-02-08 22:15:00
193,businga,3.3333,20.8833,72.77,32,75,1.45,CD,2022-02-08 22:15:01
194,georgetown,5.4112,100.3354,78.89,91,20,2.3,MY,2022-02-08 22:15:02
195,esna,25.2934,32.554,62.55,20,0,7.11,EG,2022-02-08 22:15:03
196,nioro,13.35,-15.75,82.99,10,4,7.27,GM,2022-02-08 22:15:03
197,naze,28.3667,129.4833,54.52,76,91,12.57,JP,2022-02-08 22:11:07
198,coquimbo,-29.9533,-71.3436,65.93,77,75,10.36,CL,2022-02-08 22:11:09
199,santiago del estero,-27.7951,-64.2615,88.79,26,9,6.93,AR,2022-02-08 22:15:04
200,alamosa,37.4695,-105.87,39.18,28,0,4.61,US,2022-02-08 22:15:05
201,alice springs,-23.7,133.8833,74.75,83,82,0.0,AU,2022-02-08 22:15:06
202,puerto ayora,-0.7393,-90.3518,78.76,74,55,9.8,EC,2022-02-08 22:15:06
203,palmer,42.1584,-72.3287,37.49,69,75,8.05,US,2022-02-08 22:15:06
204,asau,46.4333,26.4,24.28,89,16,7.0,RO,2022-02-08 22:15:07
205,iralaya,15.0,-83.2333,79.47,67,13,12.19,HN,2022-02-08 22:15:07
206,mehamn,71.0357,27.8492,24.71,89,85,15.82,NO,2022-02-08 22:15:08
207,muborak,39.2553,65.1528,40.55,52,45,2.21,UZ,2022-02-08 22:15:08
208,east london,-33.0153,27.9116,74.28,87,4,5.28,ZA,2022-02-08 22:10:22
209,labuhan,-6.8844,112.2051,77.04,88,100,6.55,ID,2022-02-08 22:15:09
210,bonthe,7.5264,-12.505,78.33,83,54,7.09,SL,2022-02-08 22:15:09
211,pogar,52.554,33.2591,26.31,95,100,6.78,RU,2022-02-08 22:15:10
212,fukue,32.6881,128.8419,48.22,60,38,16.02,JP,2022-02-08 22:15:10
213,touros,-5.1989,-35.4608,83.3,70,5,16.42,BR,2022-02-08 22:15:11
214,zhicheng,30.2956,111.5047,35.13,78,62,2.21,CN,2022-02-08 22:15:11
215,shemordan,56.1856,50.3972,15.08,96,100,7.63,RU,2022-02-08 22:15:12
216,saint anthony,45.0205,-93.218,44.53,56,0,17.27,US,2022-02-08 22:15:12
217,belmonte,-15.8631,-38.8828,81.1,83,6,8.34,BR,2022-02-08 22:15:12
218,husavik,66.0449,-17.3389,28.31,94,100,24.9,IS,2022-02-08 22:15:13
219,borovoy,55.4333,86.0833,-1.12,84,0,6.71,RU,2022-02-08 22:15:13
220,byron bay,-28.65,153.6167,75.15,72,15,5.88,AU,2022-02-08 22:10:39
221,boguchar,49.9358,40.545,32.68,99,100,8.86,RU,2022-02-08 22:15:14
222,saint-leu,-21.15,55.2833,76.03,82,71,3.51,RE,2022-02-08 22:15:14
223,savannah bight,16.45,-85.85,80.65,69,1,11.72,HN,2022-02-08 22:15:15
224,port-gentil,-0.7193,8.7815,80.87,80,56,9.4,GA,2022-02-08 22:14:14
225,bengkulu,-3.8004,102.2655,76.64,84,100,5.41,ID,2022-02-08 22:15:15
226,eenhana,-17.4667,16.3333,73.49,56,94,2.66,NA,2022-02-08 22:14:17
227,yendi,9.4427,-0.0099,84.31,13,50,4.56,GH,2022-02-08 22:15:16
228,gamba,-2.65,10.0,76.95,91,91,5.55,GA,2022-02-08 22:15:16
229,victoria,22.2855,114.1577,61.32,83,100,10.0,HK,2022-02-08 22:15:36
230,skjervoy,70.0311,20.9714,30.09,69,89,17.16,NO,2022-02-08 22:16:17
231,batagay,67.6333,134.6333,-45.33,98,90,3.15,RU,2022-02-08 22:16:17
232,bubaque,11.2833,-15.8333,78.21,72,2,12.37,GW,2022-02-08 22:16:18
233,sucua,-2.4667,-78.1667,74.14,78,75,4.61,EC,2022-02-08 22:16:18
234,assomada,15.1,-23.6833,65.75,74,0,5.97,CV,2022-02-08 22:16:18
235,tailai,46.3833,123.4,6.4,90,38,9.17,CN,2022-02-08 22:16:19
236,przeworsk,50.0591,22.4941,41.94,95,100,21.81,PL,2022-02-08 22:16:19
237,arraial do cabo,-22.9661,-42.0278,71.46,94,75,6.91,BR,2022-02-08 22:16:20
238,takoradi,4.8845,-1.7554,79.52,84,31,8.08,GH,2022-02-08 22:16:20
239,banjar,-8.19,114.9675,78.66,88,64,2.39,ID,2022-02-08 22:16:20
240,mirabad,30.4362,61.8383,51.28,40,0,7.54,AF,2022-02-08 22:16:21
241,monrovia,6.3005,-10.7969,78.57,83,31,6.15,LR,2022-02-08 22:11:34
242,ellisras,-23.6649,27.7443,73.56,51,0,3.04,ZA,2022-02-08 22:12:57
243,amapa,1.0,-52.0,73.22,98,92,2.64,BR,2022-02-08 22:16:22
244,port hawkesbury,45.6169,-61.3485,37.9,98,100,26.46,CA,2022-02-08 22:16:22
245,walvis bay,-22.9575,14.5053,70.75,83,44,2.3,NA,2022-02-08 22:16:22
246,airai,-8.9266,125.4092,61.16,94,100,0.54,TL,2022-02-08 22:14:47
247,narsaq,60.9167,-46.05,-8.68,74,15,5.39,GL,2022-02-08 22:16:23
248,mitsamiouli,-11.3847,43.2844,81.01,79,100,12.82,KM,2022-02-08 22:16:23
249,salalah,17.0151,54.0924,71.69,18,0,13.8,OM,2022-02-08 22:16:24
250,camacha,33.0833,-16.3333,63.36,77,20,9.22,PT,2022-02-08 22:16:24
251,kasane,-17.8167,25.15,65.71,88,86,4.63,BW,2022-02-08 22:16:25
252,mori,34.8333,137.9333,37.06,63,97,5.14,JP,2022-02-08 22:16:25
253,fortuna,40.5982,-124.1573,72.43,72,0,11.5,US,2022-02-08 22:16:25
254,fort nelson,58.8053,-122.7002,4.59,72,75,2.3,CA,2022-02-08 22:15:34
255,padang,-0.9492,100.3543,76.51,80,99,5.57,ID,2022-02-08 22:13:47
256,quatre cocos,-20.2078,57.7625,75.31,81,92,7.87,MU,2022-02-08 22:16:26
257,aksarka,66.5606,67.7975,-4.27,99,100,12.03,RU,2022-02-08 22:16:26
258,darhan,49.4867,105.9228,0.75,98,100,1.83,MN,2022-02-08 22:16:27
259,maltahohe,-24.8333,16.9833,69.8,60,70,4.29,NA,2022-02-08 22:16:27
260,yuzhno-kurilsk,44.0306,145.8556,20.61,79,56,10.13,RU,2022-02-08 22:16:28
261,outjo,-20.1167,16.15,70.47,70,95,15.43,NA,2022-02-08 22:16:28
262,buckingham,51.9997,-0.9878,50.52,78,37,1.99,GB,2022-02-08 22:16:29
263,westport,41.1415,-73.3579,38.98,65,100,17.27,US,2022-02-08 22:16:17
264,visby,57.6409,18.296,37.76,87,3,10.36,SE,2022-02-08 22:16:29
265,rexburg,43.826,-111.7897,31.26,63,0,3.44,US,2022-02-08 22:16:29
266,clyde river,70.4692,-68.5914,-25.37,68,75,0.0,CA,2022-02-08 22:16:30
267,kruisfontein,-34.0033,24.7314,68.0,54,47,6.82,ZA,2022-02-08 22:16:31
268,oriximina,-1.7656,-55.8661,76.39,93,97,2.77,BR,2022-02-08 22:16:31
269,grindavik,63.8424,-22.4338,30.67,93,75,10.36,IS,2022-02-08 22:16:31
270,rawson,-43.3002,-65.1023,65.5,51,81,21.39,AR,2022-02-08 22:16:32
271,yulara,-25.2406,130.9889,76.84,73,100,10.36,AU,2022-02-08 22:16:32
272,hays,30.0502,-98.0336,66.87,29,0,6.93,US,2022-02-08 22:16:33
273,baoma,31.4859,106.1128,36.63,91,69,2.01,CN,2022-02-08 22:16:33
274,rize,40.9044,40.8949,32.52,70,100,9.69,TR,2022-02-08 22:16:33
275,pangai,-19.8,-174.35,80.71,78,75,8.05,TO,2022-02-08 22:16:34
276,bambous virieux,-20.3428,57.7575,75.45,88,75,4.61,MU,2022-02-08 22:16:34
277,sorland,67.667,12.6934,35.67,61,100,31.85,NO,2022-02-08 22:17:35
278,newport,51.5877,-2.9984,51.46,84,100,1.99,GB,2022-02-08 22:17:35
279,celestun,20.8667,-90.4,69.17,80,100,19.62,MX,2022-02-08 22:17:35
280,beringovskiy,63.05,179.3167,-19.77,90,5,12.1,RU,2022-02-08 22:17:36
281,khanpur,28.6453,70.6567,57.16,65,20,4.92,PK,2022-02-08 22:17:36
282,puerto penasco,31.3167,-113.5333,71.2,32,1,13.78,MX,2022-02-08 22:17:36
283,hilo,19.7297,-155.09,78.24,72,100,8.01,US,2022-02-08 22:17:37
284,ukiah,39.1502,-123.2078,80.44,30,0,0.0,US,2022-02-08 22:17:37
285,duldurga,50.6761,113.5931,-2.2,98,91,3.94,RU,2022-02-08 22:17:38
286,storforshei,66.4043,14.5233,31.78,92,75,2.3,NO,2022-02-08 22:17:38
287,danilov,58.1908,40.1717,27.64,97,100,6.06,RU,2022-02-08 22:17:38
288,tukrah,32.5341,20.5791,53.26,52,86,23.42,LY,2022-02-08 22:17:39
289,beyneu,45.3167,55.2,29.32,75,76,9.71,KZ,2022-02-08 22:17:39
290,aklavik,68.2191,-135.0107,-33.54,96,61,5.1,CA,2022-02-08 22:13:00
291,kavaratti,10.5669,72.642,78.66,72,48,14.29,IN,2022-02-08 22:17:40
292,sisimiut,66.9395,-53.6735,-3.87,79,100,19.89,GL,2022-02-08 22:17:40
293,havelock,34.8791,-76.9013,48.43,83,100,3.0,US,2022-02-08 22:17:41
294,castro,-24.7911,-50.0119,66.72,84,71,5.26,BR,2022-02-08 22:17:41
295,lagoa,39.05,-27.9833,59.72,74,86,13.2,PT,2022-02-08 22:17:41
296,rehnan,32.6846,51.6013,22.51,36,0,4.85,IR,2022-02-08 22:17:42
297,gravdal,68.1214,13.5031,35.49,64,75,11.5,NO,2022-02-08 22:17:42
298,khujner,23.7833,76.6,59.86,46,0,4.34,IN,2022-02-08 22:17:43
299,xam nua,20.4197,104.0439,57.97,93,87,3.0,LA,2022-02-08 22:17:43
300,texarkana,33.4251,-94.0477,64.62,24,0,13.0,US,2022-02-08 22:17:43
301,corabia,43.7833,24.5,32.58,69,0,8.81,RO,2022-02-08 22:17:44
302,puerto baquerizo moreno,-0.9,-89.6,79.79,74,20,9.22,EC,2022-02-08 22:17:44
303,storsteinnes,69.2408,19.2344,32.0,87,79,7.58,NO,2022-02-08 22:17:44
