City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
328,Kaseda,JP,31.4167,130.3167,54.41,88,99,16.49,Overcast Clouds
329,Mogadishu,SO,2.0371,45.3438,77.59,77,79,17.38,Broken Clouds
330,Skibbereen,IE,51.55,-9.2667,51.6,85,93,13.78,Overcast Clouds
331,Nishihara,JP,26.1842,127.7558,69.08,88,75,18.41,Broken Clouds
332,Santa Maria,BR,-29.6842,-53.8069,96.4,27,67,12.57,Broken Clouds
333,Jilib,SO,0.4883,42.7854,75.9,78,32,10.09,Scattered Clouds
334,Borogontsy,RU,62.6683,131.1683,-22.85,99,100,0.29,Overcast Clouds
335,Chifeng,CN,42.2683,118.9636,12.47,68,95,2.93,Overcast Clouds
336,Cukai,MY,4.25,103.4167,75.15,88,95,7.23,Overcast Clouds
337,Olafsvik,IS,64.8945,-23.7142,28.18,69,51,25.41,Broken Clouds
338,Henderson,US,36.0397,-114.9819,65.25,27,0,4.61,Clear Sky
339,Saint Pete Beach,US,27.7253,-82.7412,81.07,74,0,0.0,Clear Sky
340,Rio Grande,BR,-32.035,-52.0986,84.31,61,21,13.35,Few Clouds
341,Kjollefjord,NO,70.9457,27.3465,27.28,72,93,18.66,Light Snow
342,Kulhudhuffushi,MV,6.6221,73.07,81.79,73,100,7.92,Overcast Clouds
343,Cochrane,CA,51.1834,-114.4687,35.62,42,100,2.3,Overcast Clouds
344,Vale Da Amoreira,PT,39.0697,-7.6985,60.96,68,97,6.02,Overcast Clouds
345,Lensk,RU,60.7253,114.9278,-23.84,100,68,1.79,Broken Clouds
346,Aguimes,ES,27.9054,-15.4461,67.66,64,20,26.46,Few Clouds
347,Bilibino,RU,68.0546,166.4372,-37.61,100,92,1.36,Overcast Clouds
348,Santa Rosa,PH,14.3122,121.1114,81.1,79,100,9.78,Overcast Clouds
349,Luba,GQ,3.4568,8.5547,87.69,75,89,8.05,Overcast Clouds
350,Hurup,DK,56.7494,8.4195,41.61,21,100,32.59,Overcast Clouds
351,Vitoria,BR,-20.3194,-40.3378,78.66,87,75,11.5,Thunderstorm
352,Bud,US,39.447,-86.1758,27.12,84,100,8.34,Light Snow
353,Batagay-Alyta,RU,67.8006,130.4114,-20.56,88,87,5.46,Overcast Clouds
354,Ossora,RU,59.2353,163.0719,-15.72,96,9,5.39,Clear Sky
355,Ngozi,BI,-2.9075,29.8306,59.86,89,100,1.68,Light Rain
356,Kalmunai,LK,7.4167,81.8167,77.29,90,98,6.69,Overcast Clouds
357,Qaqortoq,GL,60.7167,-46.0333,32.5,98,100,3.0,Snow
358,Divnomorskoye,RU,44.5011,38.1353,42.89,60,83,4.21,Broken Clouds
359,Khatanga,RU,71.9667,102.5,-13.58,86,95,7.29,Overcast Clouds
360,Namie,JP,37.4833,141.0,33.71,83,38,7.2,Scattered Clouds
361,Haines Junction,CA,60.7522,-137.5108,31.95,69,74,3.44,Broken Clouds
362,Cananeia,BR,-25.0147,-47.9267,80.65,58,29,8.41,Scattered Clouds
363,Korla,CN,41.7597,86.1469,29.41,44,81,4.0,Broken Clouds
364,Gat,IL,31.61,34.7642,58.41,3,0,6.29,Clear Sky
365,Phalaborwa,ZA,-23.943,31.1411,87.08,35,0,6.76,Clear Sky
366,Tomatlan,MX,19.9333,-105.25,87.22,30,42,1.36,Scattered Clouds
367,Hambantota,LK,6.1241,81.1185,77.43,85,77,10.76,Broken Clouds
368,Lasa,IT,46.6166,10.7002,39.11,61,0,1.01,Clear Sky
369,Urusha,RU,54.05,122.9,-19.91,96,35,3.31,Scattered Clouds
370,Port Hardy,CA,50.6996,-127.4199,37.76,100,100,3.44,Fog
371,Mitsamiouli,KM,-11.3847,43.2844,78.4,83,100,11.05,Light Rain
372,The Valley,AI,18.217,-63.0578,81.82,73,40,13.8,Scattered Clouds
373,Ukmerge,LT,55.25,24.75,33.8,78,41,14.07,Scattered Clouds
374,Marang,MY,5.2056,103.2059,75.11,83,96,4.7,Overcast Clouds
375,Lazaro Cardenas,MX,17.9583,-102.2,84.79,32,92,1.61,Overcast Clouds
376,Hermon,US,44.8101,-68.9134,49.59,70,100,11.5,Overcast Clouds
377,Micheweni,TZ,-4.9667,39.8333,80.46,75,100,10.71,Overcast Clouds
378,Poum,NC,-20.2333,164.0167,80.2,78,90,3.24,Overcast Clouds
379,Laguna,US,38.421,-121.4238,70.3,81,0,0.0,Mist
380,Shimanovsk,RU,52.0,127.7,-2.58,85,100,8.55,Overcast Clouds
381,Manono,CD,-7.3,27.4167,73.92,88,93,2.91,Overcast Clouds
382,Chengzihe,CN,45.3333,131.0667,-5.58,95,44,5.17,Scattered Clouds
383,Fort Nelson,CA,58.8053,-122.7002,8.19,85,75,0.0,Broken Clouds
384,Labuhan,ID,-6.8844,112.2051,76.89,87,100,6.06,Moderate Rain
385,Padang,ID,-0.9492,100.3543,77.97,81,96,3.44,Overcast Clouds
386,La Ronge,CA,55.1001,-105.2842,-18.15,63,20,0.0,Few Clouds
387,Vardo,NO,70.3705,31.1107,26.02,71,37,12.77,Scattered Clouds
388,Komsomolskiy,UZ,40.4272,71.7189,40.42,87,100,2.3,Mist
389,Marica,BR,-22.9194,-42.8186,83.26,77,38,9.35,Scattered Clouds
390,Muros,ES,42.7762,-9.0603,57.7,83,26,5.26,Scattered Clouds
391,Sabang,ID,5.8933,95.3214,82.53,74,53,18.23,Broken Clouds
392,Miramar,US,25.9873,-80.2323,83.01,70,40,5.75,Scattered Clouds
393,Walvis Bay,NA,-22.9575,14.5053,79.75,57,15,9.22,Few Clouds
394,Ilulissat,GL,69.2167,-51.1,33.82,51,75,13.8,Broken Clouds
395,Caravelas,BR,-17.7125,-39.2481,84.02,63,95,9.91,Overcast Clouds
396,Mogocha,RU,53.7333,119.7667,-16.2,97,99,3.8,Overcast Clouds
397,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,80,75,5.75,Broken Clouds
398,Seymchan,RU,62.8833,152.4333,-43.56,100,68,0.56,Broken Clouds
399,Maltahohe,NA,-24.8333,16.9833,76.73,53,85,17.67,Light Rain
400,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,78,100,3.09,Overcast Clouds
401,Sinnamary,GF,5.3833,-52.95,79.95,81,75,12.24,Broken Clouds
402,Dong Hoi,VN,17.4833,106.6,71.87,91,97,8.1,Overcast Clouds
403,Dunmore,US,41.4198,-75.6324,49.1,56,75,11.5,Broken Clouds
404,Ayagoz,KZ,47.9714,80.4392,17.87,92,97,19.89,Light Snow
405,Teguise,ES,29.0605,-13.564,66.42,56,20,12.66,Few Clouds
406,Nalut,LY,30.3333,10.85,59.2,25,30,6.24,Scattered Clouds
407,Zhangye,CN,38.9342,100.4517,26.98,53,100,11.9,Overcast Clouds
408,Sawtell,AU,-30.3833,153.1,66.22,84,40,11.5,Scattered Clouds
409,Celestun,MX,20.8667,-90.4,80.11,68,87,5.48,Overcast Clouds
410,Albanel,CA,48.8832,-72.4487,8.08,72,98,19.57,Overcast Clouds
411,Concarneau,FR,47.875,-3.9225,48.99,75,75,9.69,Broken Clouds
412,Tosya,TR,41.0155,34.0401,36.61,71,34,1.83,Scattered Clouds
413,Yerofey Pavlovich,RU,53.9667,121.9667,-18.4,95,45,3.65,Scattered Clouds
414,Tautira,PF,-17.7333,-149.15,77.02,76,98,14.03,Light Rain
415,Kattivakkam,IN,13.2167,80.3167,81.07,76,16,11.07,Few Clouds
416,Nantucket,US,41.2835,-70.0995,55.13,71,0,18.41,Clear Sky
417,Aswan,EG,24.0934,32.907,76.3,23,0,6.91,Clear Sky
418,Serebryanyy Bor,RU,56.8,124.8,-38.76,100,100,0.81,Overcast Clouds
419,Diffa,NE,13.3154,12.6113,76.37,11,44,8.19,Scattered Clouds
420,Predivinsk,RU,57.0669,93.4378,-1.97,93,15,6.64,Few Clouds
421,Jesus Carranza,MX,17.4333,-95.0333,78.28,71,69,4.56,Broken Clouds
422,Yinchuan,CN,38.4681,106.2731,28.51,73,98,3.11,Overcast Clouds
423,Wajima,JP,37.4,136.9,40.44,66,100,12.19,Overcast Clouds
424,Itaituba,BR,-4.2761,-55.9836,80.76,83,40,5.75,Light Rain
425,Aleksandrov Gay,RU,50.147,48.5704,22.87,97,100,3.38,Overcast Clouds
426,Tilichiki,RU,60.4667,166.1,-21.44,92,10,8.97,Clear Sky
427,Taltal,CL,-25.4,-70.4833,71.33,70,6,7.27,Clear Sky
428,Filingue,NE,14.3521,3.3168,87.91,6,10,7.72,Clear Sky
429,Zelenoborsk,RU,61.4669,64.0333,4.87,95,100,6.31,Overcast Clouds
430,Norden,DE,53.6,7.2,40.98,68,100,19.91,Overcast Clouds
431,Atambua,ID,-9.1061,124.8925,73.4,91,72,4.05,Broken Clouds
432,Mollendo,PE,-17.0231,-72.0147,75.0,69,40,10.98,Scattered Clouds
433,Romny,UA,50.751,33.4747,26.53,89,81,11.34,Broken Clouds
434,Rovaniemi,FI,66.5,25.7167,0.81,78,0,2.3,Clear Sky
435,Eskhar,UA,49.7987,36.5883,32.38,83,82,14.2,Light Snow
436,Port Keats,AU,-14.25,129.55,80.67,81,15,2.33,Few Clouds
437,Aras,ES,42.5617,-2.356,53.76,62,20,4.61,Few Clouds
438,Bam,IR,29.106,58.357,58.14,30,2,9.75,Clear Sky
439,Kupang,ID,-10.1667,123.5833,78.13,89,99,4.81,Overcast Clouds
440,Samagaltay,RU,50.6022,95.0047,-25.04,97,55,0.96,Broken Clouds
441,Puri,IN,19.8,85.85,68.52,62,45,7.99,Scattered Clouds
442,Kyra,RU,49.5776,111.9753,-15.77,99,98,4.16,Overcast Clouds
443,Grevena,GR,40.0845,21.4274,49.39,75,100,3.15,Overcast Clouds
444,Misratah,LY,32.3754,15.0925,59.97,55,33,9.44,Scattered Clouds
445,Polczyn-Zdroj,PL,53.7642,16.0957,36.9,70,99,11.05,Overcast Clouds
446,Gwadar,PK,25.1216,62.3254,70.88,61,0,10.4,Clear Sky
447,Belmonte,BR,-15.8631,-38.8828,86.0,65,99,8.66,Overcast Clouds
448,Whitehorse,CA,60.7161,-135.0538,32.77,69,20,13.8,Few Clouds
449,Ixtapa,MX,20.7,-105.2,83.84,30,1,4.29,Clear Sky
450,Pangnirtung,CA,66.1451,-65.7125,-0.4,78,100,3.44,Light Snow
451,Daru,PG,-9.0763,143.2092,79.05,77,23,10.18,Few Clouds
452,Verkhniy Baskunchak,RU,48.2256,46.7217,34.5,99,100,5.37,Snow
453,Chicama,PE,-7.8447,-79.1469,70.34,58,89,9.86,Overcast Clouds
454,Kashary,RU,49.04,41.0056,31.95,98,100,11.97,Snow
455,Baiquan,CN,47.5833,126.0833,-16.56,100,73,5.53,Broken Clouds
456,Sungurlu,TR,40.1675,34.3739,26.37,88,57,2.62,Broken Clouds
457,Maragogi,BR,-9.0122,-35.2225,85.77,62,71,15.84,Broken Clouds
458,Izmalkovo,RU,52.6887,37.964,23.77,86,95,13.87,Overcast Clouds
459,Marawi,PH,7.9986,124.2928,65.64,91,100,3.13,Overcast Clouds
460,Tezu,IN,27.9167,96.1667,53.78,68,14,4.16,Few Clouds
461,High Level,CA,58.5169,-117.136,-5.69,84,40,0.0,Scattered Clouds
462,Chumikan,RU,54.7183,135.315,6.35,95,100,1.61,Overcast Clouds
463,Ugoofaaru,MV,5.6667,73.0,81.7,74,100,8.3,Overcast Clouds
464,Krasnoarmeysk,RU,51.0239,45.6969,25.07,94,100,5.1,Overcast Clouds
465,Burns Lake,CA,54.2331,-125.7533,18.82,78,100,1.45,Overcast Clouds
466,Plastun,RU,44.7561,136.2939,12.2,72,61,10.98,Broken Clouds
467,Shasta Lake,US,40.6804,-122.3708,62.76,39,0,4.41,Clear Sky
468,Prince Rupert,CA,54.3161,-130.3201,38.89,93,75,4.61,Broken Clouds
469,Hofn,IS,64.2539,-15.2082,26.44,69,94,20.67,Overcast Clouds
470,Constantine,DZ,36.365,6.6147,54.81,54,75,6.91,Broken Clouds
471,Ardesen,TR,41.1911,40.9875,42.76,62,6,6.82,Clear Sky
472,Phibun Mangsahan,TH,15.2447,105.2291,78.78,59,56,4.07,Broken Clouds
473,Marsh Harbour,BS,26.5412,-77.0636,76.21,76,8,10.11,Light Rain
474,Beidao,CN,34.5686,105.8933,30.78,91,45,3.02,Scattered Clouds
475,Emirdag,TR,39.0197,31.15,35.71,73,90,1.23,Overcast Clouds
476,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,12.66,Scattered Clouds
477,Togane,JP,35.55,140.3667,43.95,60,72,3.24,Broken Clouds
478,Litovko,RU,49.2361,135.1742,12.81,97,100,0.94,Light Snow
479,Hue,VN,16.4667,107.6,73.51,88,40,10.36,Scattered Clouds
480,Poronaysk,RU,49.2167,143.1167,16.36,96,100,6.6,Light Snow
481,Wagga Wagga,AU,-35.1167,147.3667,64.81,68,0,11.5,Clear Sky
482,Waipawa,NZ,-41.4122,175.5153,58.46,97,100,14.09,Overcast Clouds
483,Lata,PT,40.1629,-8.3327,60.71,72,95,5.12,Overcast Clouds
484,Jaroslaw,PL,50.0162,22.6778,32.81,53,0,2.86,Clear Sky
485,Arlit,NE,18.7369,7.3853,78.4,9,0,4.88,Clear Sky
486,Nyaunglebin,MM,17.95,96.7333,65.95,44,36,4.18,Scattered Clouds
487,Yaan,NG,7.3833,8.5667,96.24,8,51,3.8,Broken Clouds
488,Amahai,ID,-3.3333,128.9167,77.05,89,100,4.18,Overcast Clouds
489,Dumka,IN,24.2667,87.25,61.14,48,0,5.48,Clear Sky
490,Houma,US,29.5958,-90.7195,68.02,67,7,5.55,Clear Sky
491,Christchurch,NZ,-43.5333,172.6333,51.03,92,100,10.36,Moderate Rain
492,Phan Thiet,VN,10.9333,108.1,76.84,76,100,7.72,Overcast Clouds
493,Ngaoundere,CM,7.3167,13.5833,79.65,14,37,9.48,Scattered Clouds
494,Kloulklubed,PW,7.0419,134.2556,81.1,76,72,23.94,Broken Clouds
495,Kargat,RU,55.1956,80.2811,-3.64,98,6,8.39,Clear Sky
496,Praia,CV,14.9215,-23.5087,82.94,51,92,26.46,Overcast Clouds
497,Pisco,PE,-13.7,-76.2167,75.02,64,0,6.91,Clear Sky
498,Ankazoabo,MG,-22.2833,44.5167,83.68,55,81,2.46,Broken Clouds
499,Okha,RU,53.5739,142.9478,8.38,94,93,6.71,Overcast Clouds
500,Meridian,US,43.6121,-116.3915,33.19,82,0,9.22,Clear Sky
501,Sembakung,ID,3.8167,117.25,72.39,97,99,0.65,Overcast Clouds
502,Malakal,SS,9.5334,31.6605,85.33,23,82,2.75,Broken Clouds
503,Nizhniy Kuranakh,RU,58.8353,125.4869,-24.9,99,99,1.68,Overcast Clouds
504,Yagoua,CM,10.3411,15.2329,87.93,10,47,5.17,Scattered Clouds
505,Port Macquarie,AU,-31.4333,152.9167,62.56,76,81,7.47,Broken Clouds
506,Naze,JP,28.3667,129.4833,62.4,92,100,15.14,Overcast Clouds
507,Safaga,EG,26.7292,33.9365,66.15,49,0,8.03,Clear Sky
508,Tarata,BO,-17.6167,-66.0167,54.82,52,99,3.65,Light Rain
509,Severo-Kurilsk,RU,50.6789,156.125,18.27,79,69,2.28,Broken Clouds
510,Makakilo City,US,21.3469,-158.0858,71.29,82,20,3.44,Few Clouds
511,Seoul,KR,37.5683,126.9778,35.04,58,0,3.44,Clear Sky
512,Key Largo,US,25.0865,-80.4473,82.02,76,0,9.06,Clear Sky
513,Salinas,US,36.6777,-121.6555,66.72,56,0,14.97,Clear Sky
514,Kamenka,RU,51.3223,42.7678,20.59,98,100,4.47,Overcast Clouds
515,Yate,GB,51.5407,-2.4184,46.76,89,100,5.01,Overcast Clouds
516,Hami,CN,42.8,93.45,28.56,53,80,1.12,Broken Clouds
517,Stokmarknes,NO,68.5646,14.9108,24.49,87,43,4.61,Scattered Clouds
518,Mastic Beach,US,40.7668,-72.8521,58.66,65,0,8.05,Clear Sky
519,Klang,MY,3.0333,101.45,78.94,83,20,2.3,Few Clouds
520,Kitami,JP,43.8031,143.8908,15.12,96,61,4.74,Light Snow
521,Kudahuvadhoo,MV,2.6708,72.8944,81.91,66,96,6.04,Overcast Clouds
522,Merrill,US,45.1805,-89.6835,4.1,59,40,0.0,Scattered Clouds
523,Mizdah,LY,31.4451,12.9801,57.15,40,4,3.56,Clear Sky
524,Ozinki,RU,51.1786,49.6769,17.8,97,98,5.23,Overcast Clouds
525,Iralaya,HN,15.0,-83.2333,82.49,75,10,12.06,Clear Sky
526,Jibuti,DJ,11.5,42.5,74.62,67,34,13.18,Scattered Clouds
527,Amapa,BR,1.0,-52.0,82.27,75,94,4.7,Overcast Clouds
528,Blackwater,AU,-23.5833,148.8833,70.47,80,21,10.33,Few Clouds
529,Pundaguitan,PH,6.3711,126.1689,80.37,77,96,16.73,Overcast Clouds
530,Nuuk,GL,64.1835,-51.7216,20.01,86,100,11.01,Light Snow
531,Kidal,ML,18.4411,1.4078,84.15,7,0,10.38,Clear Sky
532,Craig,US,40.5153,-107.5464,16.56,85,0,3.44,Clear Sky
533,Zhigansk,RU,66.7697,123.3711,-33.45,100,69,4.54,Broken Clouds
534,Kerema,PG,-7.9631,145.7785,75.72,82,77,5.01,Broken Clouds
535,Zhoucun,CN,36.8167,117.8167,37.36,72,100,5.3,Light Rain
536,Knysna,ZA,-34.0363,23.0471,73.78,71,75,6.04,Broken Clouds
537,Shelomi,IL,33.0747,35.1461,60.12,77,0,8.28,Clear Sky
538,Sept-Iles,CA,50.2001,-66.3821,34.05,86,75,3.44,Broken Clouds
539,Mapiripan,CO,2.8892,-72.1256,93.29,34,87,11.65,Overcast Clouds
540,Buraydah,SA,26.326,43.975,57.65,29,0,8.99,Clear Sky
541,Khammam,IN,17.25,80.15,69.96,38,41,4.65,Scattered Clouds
542,Dhidhdhoo,MV,6.8833,73.1,81.66,74,100,7.38,Overcast Clouds
543,Sai Buri,TH,6.7013,101.6168,77.09,80,100,5.44,Light Rain
544,Owo,NG,7.1962,5.5868,93.54,20,100,4.16,Overcast Clouds
545,Dakar,SN,14.6937,-17.4441,92.28,44,30,16.11,Scattered Clouds
546,Balkhash,KZ,46.844,74.9804,10.13,95,12,8.14,Few Clouds
547,Pemangkat,ID,1.1667,108.9667,76.24,88,100,3.85,Overcast Clouds
548,Grand Gaube,MU,-20.0064,57.6608,81.0,76,84,1.99,Broken Clouds
549,Kawalu,ID,-7.3817,108.2082,72.82,94,100,1.92,Overcast Clouds
550,Itoman,JP,26.1247,127.6694,69.82,88,75,18.41,Broken Clouds
551,Mikhaylovka,RU,50.06,43.2379,31.78,99,100,4.76,Snow
552,Dubbo,AU,-32.25,148.6167,60.93,82,0,9.22,Clear Sky
553,Dongying,CN,37.4564,118.4856,35.19,73,100,13.56,Overcast Clouds
554,San Ignacio,BZ,17.1561,-89.0714,80.74,74,20,4.61,Few Clouds
555,Turtas,RU,58.9417,69.1325,3.85,90,100,8.3,Overcast Clouds
556,Perpignan,FR,42.75,2.75,51.82,66,20,4.61,Few Clouds
557,Ornskoldsvik,SE,63.2909,18.7153,27.55,93,100,4.61,Overcast Clouds
558,Ivnya,RU,51.0629,36.1343,30.11,82,88,13.15,Overcast Clouds
559,High Prairie,CA,55.4334,-116.4858,25.9,89,95,4.25,Overcast Clouds
560,Druzhba,UA,52.0428,33.9453,19.42,94,16,8.75,Few Clouds
561,Lagoa,PT,39.05,-27.9833,60.04,87,100,22.03,Overcast Clouds
562,Nambucca Heads,AU,-30.65,153.0,66.2,80,85,8.86,Overcast Clouds
563,Tabuk,PH,17.4189,121.4443,69.94,89,100,4.25,Overcast Clouds
564,Sandur,IN,15.1,76.55,73.33,39,6,4.88,Clear Sky
565,Gawler,AU,-34.6,138.7333,74.25,37,48,5.99,Scattered Clouds
566,Moose Factory,CA,51.2585,-80.6094,-16.6,63,0,5.75,Clear Sky
567,Kurri Kurri,AU,-32.8167,151.4833,70.41,95,82,3.24,Broken Clouds
568,Kangaatsiaq,GL,68.3065,-53.4641,17.02,77,100,44.74,Overcast Clouds
569,Trairi,BR,-3.2778,-39.2689,84.45,65,93,8.86,Overcast Clouds
570,Beach Park,US,42.4222,-87.8573,18.77,54,0,5.75,Clear Sky
571,Lumphat,KH,13.4878,106.9816,76.17,69,53,7.52,Broken Clouds
572,Lima,PE,-12.0432,-77.0282,75.13,64,0,8.05,Clear Sky
573,Maloy,NO,61.9353,5.1136,40.73,91,100,10.0,Light Rain
574,Maxixe,MZ,-23.8597,35.3472,78.13,64,32,11.34,Scattered Clouds
575,Gambiran,ID,-6.7988,111.4951,75.0,91,100,2.08,Light Rain
576,San Rafael,AR,-34.6177,-68.3301,71.94,26,6,11.32,Clear Sky
577,San Carlos,VE,9.6612,-68.5827,93.63,35,49,3.71,Scattered Clouds
578,Port-Cartier,CA,50.0334,-66.8654,34.75,98,99,5.79,Overcast Clouds
579,Bonfim,BR,3.0833,-59.95,90.5,43,65,10.49,Broken Clouds
580,Ondangwa,NA,-17.9167,15.95,79.9,53,94,4.25,Overcast Clouds
581,Plettenberg Bay,ZA,-34.0527,23.3716,70.52,83,79,3.74,Broken Clouds
582,Soubre,CI,5.7856,-6.6083,93.42,31,88,5.23,Overcast Clouds
583,Deputatskiy,RU,69.3,139.9,-12.93,92,100,6.35,Overcast Clouds
584,Oranjestad,AW,12.524,-70.027,82.35,69,40,21.85,Scattered Clouds
585,Ilabaya,PE,-17.4208,-70.5133,77.52,37,80,11.45,Broken Clouds
586,Waingapu,ID,-9.6567,120.2641,77.02,86,99,4.05,Overcast Clouds
587,Turayf,SA,31.6725,38.6637,53.85,47,0,6.91,Clear Sky
588,Mehriz,IR,31.5917,54.4318,48.7,89,100,4.63,Overcast Clouds
589,Brest,BY,52.1,23.7,30.83,69,1,7.43,Clear Sky
590,Pemberton,CA,50.3164,-122.8027,43.21,75,18,1.01,Few Clouds
591,Kokopo,PG,-4.352,152.2633,76.17,88,100,4.54,Light Rain
592,Ekibastuz,KZ,51.6667,75.3667,17.69,89,100,15.28,Overcast Clouds
593,Kualakapuas,ID,-3.0091,114.3876,77.16,92,100,1.97,Overcast Clouds
594,Almaty,KZ,43.25,76.95,24.71,93,100,6.71,Mist
595,Clyde River,CA,70.4692,-68.5914,-16.37,69,100,26.46,Light Snow
596,Namatanai,PG,-3.6667,152.4333,78.06,82,100,3.78,Light Rain
597,Youkounkoun,GN,12.5333,-13.1333,96.67,6,2,7.96,Clear Sky
598,Kodinsk,RU,58.6881,99.1844,-19.59,100,21,2.06,Few Clouds
599,Grootfontein,NA,-19.5667,18.1167,67.57,94,88,4.61,Overcast Clouds
600,Sangar,RU,63.9242,127.4739,-23.1,99,100,2.62,Overcast Clouds
601,Asau,RO,46.4333,26.4,35.76,88,99,2.21,Light Snow
602,Bantou,CN,26.2151,117.4893,55.56,94,100,2.53,Light Rain
603,Camacupa,AO,-12.0167,17.4833,69.69,68,94,4.61,Overcast Clouds
604,Katete,UG,-0.7818,29.7544,65.26,72,100,4.45,Overcast Clouds
605,Katangli,RU,51.7102,143.2326,13.78,95,100,4.88,Overcast Clouds
606,Artyom,AZ,40.4723,50.333,46.54,87,5,20.87,Clear Sky
607,Serra,BR,-20.1286,-40.3078,78.26,78,75,11.5,Thunderstorm
608,Fairbanks,US,64.8378,-147.7164,-4.99,76,75,3.44,Broken Clouds
609,Ryotsu,JP,38.0833,138.4333,38.46,63,100,6.35,Overcast Clouds
610,Kavaratti,IN,10.5669,72.642,80.83,70,1,7.72,Clear Sky
611,Tromso,NO,69.6496,18.957,23.02,74,100,14.97,Overcast Clouds
612,Port Lincoln,AU,-34.7333,135.8667,68.4,68,96,10.38,Overcast Clouds
613,Richards Bay,ZA,-28.783,32.0377,76.71,78,0,11.5,Clear Sky
614,Kamina,CD,-8.7386,24.9906,66.54,92,68,3.36,Broken Clouds
615,Ullapool,GB,57.8987,-5.1604,47.35,93,100,19.95,Overcast Clouds
616,Santander,ES,43.4647,-3.8044,52.83,66,75,3.44,Broken Clouds
617,Yulara,AU,-25.2406,130.9889,75.04,31,3,6.91,Clear Sky
618,Mangaratiba,BR,-22.9597,-44.0406,81.73,87,69,4.79,Broken Clouds
619,Zhezkazgan,KZ,47.8043,67.7144,24.78,93,100,13.42,Overcast Clouds
620,Penzance,GB,50.1186,-5.5371,49.77,92,100,28.81,Overcast Clouds
621,Eyl,SO,7.9803,49.8164,76.17,65,71,17.58,Broken Clouds
622,Shikarpur,PK,27.9571,68.6379,64.29,23,0,2.95,Clear Sky
623,Pitimbu,BR,-7.4706,-34.8086,88.39,66,65,10.76,Broken Clouds
624,Mosalsk,RU,54.4881,34.9817,18.72,92,19,10.2,Few Clouds
625,Nichinan,JP,31.6,131.3667,53.62,92,100,5.35,Overcast Clouds
626,Esso,RU,55.9333,158.7,-9.45,100,86,3.83,Overcast Clouds
627,Kuryk,KZ,43.2,51.65,45.64,81,75,12.55,Broken Clouds
628,Koslan,RU,63.4564,48.8989,19.8,96,100,5.23,Overcast Clouds
629,Tiznit,MA,29.5833,-9.5,63.18,46,0,8.01,Clear Sky
630,El Tigre,VE,8.8875,-64.2454,88.54,38,73,14.34,Broken Clouds
631,Viesite,LV,56.3475,25.5551,32.92,78,89,12.97,Overcast Clouds
632,Borger,NL,52.9233,6.7931,41.81,71,94,13.49,Overcast Clouds
633,Egvekinot,RU,66.3167,-179.1667,-20.27,88,20,8.12,Few Clouds
634,Ashland,US,40.8167,-82.2665,32.88,73,91,12.8,Overcast Clouds
635,Puerto Madryn,AR,-42.7692,-65.0385,76.12,24,99,4.97,Overcast Clouds
636,Myitkyina,MM,25.3833,97.4,55.13,85,0,2.68,Clear Sky
637,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,93,100,14.97,Overcast Clouds
638,Belaya Gora,RU,68.5333,146.4167,-23.1,91,100,6.24,Overcast Clouds
639,Chengde,CN,40.9725,117.9361,22.3,75,98,3.42,Overcast Clouds
640,Joshimath,IN,30.5667,79.5667,38.25,43,0,8.57,Clear Sky
641,Sao Raimundo Nonato,BR,-9.0153,-42.6994,89.55,46,37,5.57,Scattered Clouds
642,Garissa,KE,-0.4536,39.6401,90.05,27,66,8.16,Broken Clouds
643,Gorodets,RU,56.6514,43.475,26.28,95,99,7.7,Snow
644,Pryshyb,UA,47.2603,35.3228,34.05,71,100,19.48,Overcast Clouds
645,Tiarei,PF,-17.5333,-149.3333,77.02,76,91,14.81,Overcast Clouds
646,Poli,TZ,-3.3333,36.8,70.07,70,100,1.95,Light Rain
647,Svetlyy,RU,54.675,20.1347,33.85,65,84,15.82,Broken Clouds
648,Zuidhorn,NL,53.2467,6.4028,41.95,60,100,11.5,Overcast Clouds
649,Mayo,US,38.8876,-76.5119,61.66,57,0,11.5,Clear Sky
650,Magistralnyy,RU,56.1725,107.4458,-30.42,100,51,2.73,Broken Clouds
651,Mapiri,BO,-15.25,-68.1667,85.23,60,95,1.99,Overcast Clouds
652,Zalantun,CN,48.0,122.7167,-6.18,87,3,6.46,Clear Sky
653,Vostok,RU,46.4856,135.8833,4.8,98,100,2.19,Light Snow
654,Paddhari,IN,22.4333,70.6,70.63,23,2,7.45,Clear Sky
655,Serebryansk,KZ,49.6925,83.2892,20.75,95,100,6.64,Light Snow
656,Suna,RU,57.8338,50.0588,18.77,95,88,7.47,Light Snow
657,Shelburne,CA,44.0787,-80.2041,18.27,78,93,14.54,Overcast Clouds
658,Ojinaga,MX,29.5667,-104.4167,55.42,43,40,23.02,Scattered Clouds
659,Salsomaggiore Terme,IT,44.8148,9.9796,49.57,59,4,4.05,Clear Sky
660,Paita,PE,-5.0892,-81.1144,81.16,63,97,9.51,Overcast Clouds
661,Rebrikha,RU,53.0733,82.3408,-2.7,96,34,6.26,Scattered Clouds
662,Bengkulu,ID,-3.8004,102.2655,76.78,86,100,4.79,Overcast Clouds
